player,nation,pos,squad,comp,age,born,90s,sca,sca90,sca_passlive,sca_passdead,sca_to,sca_sh,sca_fld,sca_def,gca,gca90,gca_passlive,gca_passdead,gca_to,gca_sh,gca_fld,gca_def
Marko Arnautović,AUT,FW,Bologna,Serie A,33,1989,17.0,44.0,2.58,36.0,0.0,3.0,2.0,3.0,0.0,5.0,0.29,3.0,0.0,1.0,0.0,1.0,0.0
Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,28,1994,30.7,82.0,2.67,41.0,35.0,1.0,3.0,2.0,0.0,10.0,0.33,5.0,3.0,0.0,1.0,1.0,0.0
Mohamed El Arouch,FRA,MF,Lyon,Ligue 1,18,2004,0.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergio Arribas,ESP,MF,Real Madrid,La Liga,20,2001,0.2,3.0,14.21,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kepa Arrizabalaga,ESP,GK,Chelsea,Premier League,27,1994,28.5,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberto Arroyo,ESP,MF,Valladolid,La Liga,18,2003,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tolgay Arslan,GER,MF,Udinese,Serie A,31,1990,13.4,44.0,3.28,30.0,5.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ricard Artero,ESP,MF,Girona,La Liga,19,2003,1.5,1.0,0.68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arthur,BRA,FW,Fiorentina,Serie A,24,1998,15.9,36.0,2.26,26.0,0.0,2.0,5.0,3.0,0.0,2.0,0.13,1.0,0.0,0.0,1.0,0.0,0.0
Santiago Arzamendia,PAR,DF,Cádiz,La Liga,24,1998,5.4,11.0,2.05,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Takuma Asano,JPN,FW,Bochum,Bundesliga,27,1994,19.0,56.0,2.94,39.0,1.0,2.0,7.0,6.0,1.0,8.0,0.42,6.0,0.0,1.0,1.0,0.0,0.0
Santiago Ascacíbar,ARG,MF,Cremonese,Serie A,25,1997,8.1,25.0,3.09,17.0,1.0,0.0,7.0,0.0,0.0,3.0,0.37,1.0,0.0,0.0,2.0,0.0,0.0
Sergio Asenjo,ESP,GK,Valladolid,La Liga,33,1989,10.0,2.0,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marco Asensio,ESP,MF,Real Madrid,La Liga,26,1996,16.0,76.0,4.74,47.0,16.0,6.0,4.0,3.0,0.0,12.0,0.75,7.0,2.0,2.0,0.0,1.0,0.0
Kristoffer Askildsen,NOR,MF,Lecce,Serie A,21,2001,8.1,15.0,1.85,9.0,4.0,0.0,0.0,2.0,0.0,1.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0
Fisnik Asllani,KVX,FW,Hoffenheim,Bundesliga,19,2002,1.9,8.0,4.29,6.0,0.0,0.0,0.0,1.0,1.0,1.0,0.54,1.0,0.0,0.0,0.0,0.0,0.0
Kristjan Asllani,ALB,MF,Inter,Serie A,20,2002,6.6,22.0,3.36,11.0,9.0,1.0,0.0,1.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0
Iago Aspas,ESP,FW,Celta Vigo,La Liga,34,1987,31.9,141.0,4.42,110.0,8.0,5.0,8.0,9.0,1.0,8.0,0.25,8.0,0.0,0.0,0.0,0.0,0.0
Lorenz Assignon,TOG,DF,Rennes,Ligue 1,22,2000,2.9,4.0,1.37,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.34,1.0,0.0,0.0,0.0,0.0,0.0
Youcef Atal,ALG,DF,Nice,Ligue 1,26,1996,8.7,31.0,3.58,22.0,0.0,4.0,2.0,2.0,1.0,2.0,0.23,1.0,0.0,1.0,0.0,0.0,0.0
Valentin Atangana Edoa,FRA,MF,Reims,Ligue 1,16,2005,1.9,5.0,2.6,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pierre-Emerick Aubameyang,GAB,FW,Chelsea,Premier League,33,1989,6.2,8.0,1.3,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pierre-Emerick Aubameyang,GAB,FW,Barcelona,La Liga,33,1989,0.1,1.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emil Audero,ITA,GK,Sampdoria,Serie A,25,1997,25.0,5.0,0.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tommaso Augello,ITA,DF,Sampdoria,Serie A,27,1994,34.0,77.0,2.26,54.0,16.0,2.0,1.0,3.0,1.0,7.0,0.21,6.0,1.0,0.0,0.0,0.0,0.0
Ludwig Augustinsson,SWE,DF,Aston Villa,Premier League,28,1994,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ludwig Augustinsson,SWE,DF,Mallorca,La Liga,28,1994,1.5,2.0,1.36,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serge Aurier,CIV,DF,Nott'ham Forest,Premier League,29,1992,21.6,26.0,1.2,21.0,2.0,0.0,0.0,2.0,1.0,1.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0
Mathias Autret,FRA,MF,Auxerre,Ligue 1,31,1991,14.3,54.0,3.77,35.0,12.0,3.0,3.0,0.0,1.0,7.0,0.49,3.0,2.0,0.0,2.0,0.0,0.0
Ezequiel Ávila,ARG,GK,Osasuna,La Liga,28,1994,19.0,41.0,2.16,28.0,2.0,4.0,4.0,2.0,1.0,2.0,0.11,1.0,0.0,0.0,1.0,0.0,0.0
Cédric Avinel,GLP,DF,Ajaccio,Ligue 1,35,1986,19.9,3.0,0.15,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.05,0.0,0.0,0.0,1.0,0.0,0.0
Taiwo Awoniyi,NGA,FW,Nott'ham Forest,Premier League,24,1997,15.6,25.0,1.6,18.0,0.0,2.0,2.0,2.0,1.0,4.0,0.26,2.0,0.0,1.0,1.0,0.0,0.0
Yasin Ayari,SWE,MF,Brighton,Premier League,18,2003,0.7,4.0,5.37,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mehmet Aydin,GER,MF,Schalke 04,Bundesliga,20,2002,6.3,13.0,2.07,10.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
André Ayew,GHA,FW,Nott'ham Forest,Premier League,32,1989,3.5,3.0,0.86,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Ayew,GHA,FW,Crystal Palace,Premier League,30,1991,30.2,78.0,2.59,53.0,0.0,9.0,6.0,7.0,3.0,8.0,0.27,5.0,0.0,1.0,1.0,1.0,0.0
Kaan Ayhan,TUR,DF,Sassuolo,Serie A,27,1994,6.1,5.0,0.83,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Ayling,ENG,DF,Leeds United,Premier League,30,1991,22.8,40.0,1.75,33.0,0.0,0.0,3.0,2.0,2.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
Ayman Azhil,MAR,MF,Leverkusen,Bundesliga,21,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sardar Azmoun,IRN,FW,Leverkusen,Bundesliga,27,1995,10.3,33.0,3.21,27.0,0.0,1.0,2.0,1.0,2.0,4.0,0.39,1.0,0.0,1.0,1.0,0.0,1.0
César Azpilicueta,ESP,DF,Chelsea,Premier League,32,1989,17.0,25.0,1.47,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0
Sanoussy Ba,GER,DF,RB Leipzig,Bundesliga,18,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iddrisu Baba,GHA,MF,Mallorca,La Liga,26,1996,18.9,13.0,0.67,10.0,0.0,0.0,1.0,1.0,1.0,1.0,0.05,0.0,0.0,0.0,1.0,0.0,0.0
Srđan Babić,SRB,DF,Almería,La Liga,26,1996,33.3,20.0,0.6,18.0,0.0,0.0,2.0,0.0,0.0,1.0,0.03,0.0,0.0,0.0,1.0,0.0,0.0
Loïc Bade,FRA,DF,Sevilla,La Liga,22,2000,16.1,3.0,0.19,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.06,0.0,1.0,0.0,0.0,0.0,0.0
Loïc Bade,FRA,DF,Rennes,Ligue 1,22,2000,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Édgar Badía,ESP,GK,Elche,La Liga,30,1992,36.0,3.0,0.08,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benoît Badiashile,FRA,DF,Chelsea,Premier League,21,2001,10.1,12.0,1.19,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benoît Badiashile,FRA,DF,Monaco,Ligue 1,21,2001,9.3,4.0,0.43,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Baena,ESP,MF,Villarreal,La Liga,21,2001,21.6,79.0,3.65,58.0,0.0,8.0,8.0,5.0,0.0,8.0,0.37,5.0,0.0,0.0,2.0,1.0,0.0
Jaime Báez,URU,DF,Cremonese,Serie A,27,1995,1.1,5.0,4.69,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leon Bailey,JAM,FW,Aston Villa,Premier League,24,1997,21.9,62.0,2.84,40.0,2.0,10.0,7.0,3.0,0.0,8.0,0.37,5.0,0.0,0.0,3.0,0.0,0.0
Eric Bailly,CIV,DF,Marseille,Ligue 1,28,1994,6.0,2.0,0.33,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dénys Bain,FRA,DF,Auxerre,Ligue 1,29,1993,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Baiye,BEL,MF,Clermont Foot,Ligue 1,21,2000,0.6,2.0,3.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stefan Bajcetic,ESP,MF,Liverpool,Premier League,17,2004,5.8,13.0,2.22,8.0,1.0,2.0,0.0,2.0,0.0,1.0,0.17,0.0,0.0,1.0,0.0,0.0,0.0
Nedim Bajrami,ALB,MF,Empoli,Serie A,23,1999,10.4,39.0,3.74,27.0,8.0,2.0,1.0,1.0,0.0,4.0,0.38,2.0,0.0,1.0,0.0,1.0,0.0
Nedim Bajrami,ALB,MF,Sassuolo,Serie A,23,1999,9.1,34.0,3.74,21.0,6.0,4.0,2.0,0.0,1.0,2.0,0.22,1.0,0.0,0.0,1.0,0.0,0.0
Cédric Bakambu,COD,MF,Marseille,Ligue 1,31,1991,0.7,2.0,3.05,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.53,1.0,0.0,0.0,0.0,0.0,0.0
Tiemoué Bakayoko,FRA,MF,Milan,Serie A,27,1994,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitchel Bakker,NED,DF,Leverkusen,Bundesliga,22,2000,18.4,37.0,2.01,30.0,4.0,0.0,0.0,2.0,1.0,4.0,0.22,3.0,0.0,0.0,0.0,0.0,1.0
Ridle Baku,GER,MF,Wolfsburg,Bundesliga,24,1998,28.7,64.0,2.23,50.0,2.0,4.0,4.0,4.0,0.0,7.0,0.24,5.0,0.0,1.0,1.0,0.0,0.0
Tommaso Baldanzi,ITA,MF,Empoli,Serie A,19,2003,19.7,60.0,3.04,38.0,2.0,7.0,5.0,8.0,0.0,4.0,0.2,4.0,0.0,0.0,0.0,0.0,0.0
Alejandro Balde,ESP,DF,Barcelona,La Liga,18,2003,27.5,66.0,2.4,50.0,0.0,8.0,2.0,5.0,1.0,8.0,0.29,8.0,0.0,0.0,0.0,0.0,0.0
Thierno Balde,FRA,DF,Troyes,Ligue 1,20,2002,23.9,45.0,1.88,35.0,2.0,3.0,1.0,4.0,0.0,4.0,0.17,2.0,0.0,1.0,0.0,1.0,0.0
Carlos Baleba,CMR,MF,Lille,Ligue 1,18,2004,5.3,11.0,2.07,7.0,0.0,1.0,1.0,2.0,0.0,2.0,0.38,0.0,0.0,0.0,0.0,2.0,0.0
Mikel Balenziaga,ESP,DF,Athletic Club,La Liga,34,1988,1.3,1.0,0.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,23,1999,29.3,13.0,0.44,9.0,0.0,1.0,3.0,0.0,0.0,2.0,0.07,1.0,0.0,0.0,1.0,0.0,0.0
Dominic Ballard,ENG,FW,Southampton,Premier League,17,2005,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iván Balliu,ALB,DF,Rayo Vallecano,La Liga,30,1992,35.9,66.0,1.84,51.0,11.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fodé Ballo-Touré,SEN,DF,Milan,Serie A,25,1997,5.8,8.0,1.38,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.17,0.0,0.0,1.0,0.0,0.0,0.0
Folarin Balogun,USA,FW,Reims,Ligue 1,21,2001,33.3,80.0,2.4,50.0,1.0,11.0,11.0,6.0,1.0,10.0,0.3,4.0,0.0,2.0,2.0,2.0,0.0
Abdoulaye Bamba,CIV,DF,Angers,Ligue 1,32,1990,15.2,8.0,0.53,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Bamba,FRA,FW,Lille,Ligue 1,26,1996,30.9,106.0,3.43,89.0,2.0,5.0,8.0,2.0,0.0,14.0,0.45,11.0,0.0,0.0,3.0,0.0,0.0
Patrick Bamford,ENG,FW,Leeds United,Premier League,28,1993,16.8,27.0,1.6,17.0,0.0,1.0,5.0,3.0,1.0,6.0,0.36,4.0,0.0,1.0,1.0,0.0,0.0
Lameck Banda,ZAM,FW,Lecce,Serie A,21,2001,18.2,42.0,2.31,20.0,2.0,13.0,3.0,4.0,0.0,3.0,0.17,3.0,0.0,0.0,0.0,0.0,0.0
Filippo Bandinelli,ITA,MF,Empoli,Serie A,27,1995,25.2,61.0,2.42,51.0,2.0,0.0,2.0,3.0,3.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0
Léo Baptistão,BRA,MF,Almería,La Liga,29,1992,19.2,53.0,2.77,37.0,0.0,4.0,8.0,2.0,2.0,3.0,0.16,2.0,0.0,0.0,1.0,0.0,0.0
Shandon Baptiste,GRN,MF,Brentford,Premier League,24,1998,6.9,18.0,2.63,11.0,1.0,2.0,2.0,2.0,0.0,4.0,0.58,3.0,0.0,0.0,0.0,1.0,0.0
Antonín Barák,CZE,MF,Hellas Verona,Serie A,27,1994,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonín Barák,CZE,MF,Fiorentina,Serie A,27,1994,20.0,44.0,2.2,35.0,0.0,4.0,2.0,3.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
Andrea Barberis,ITA,MF,Monza,Serie A,28,1993,3.8,10.0,2.67,9.0,1.0,0.0,0.0,0.0,0.0,2.0,0.53,1.0,1.0,0.0,0.0,0.0,0.0
Tommaso Barbieri,ITA,DF,Juventus,Serie A,19,2002,1.2,1.0,0.83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bradley Barcola,FRA,FW,Lyon,Ligue 1,19,2002,16.0,39.0,2.44,32.0,0.0,4.0,2.0,0.0,1.0,10.0,0.63,10.0,0.0,0.0,0.0,0.0,0.0
Melvin Bard,FRA,DF,Nice,Ligue 1,21,2000,27.3,30.0,1.1,27.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francesco Bardi,ITA,GK,Bologna,Serie A,30,1992,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keidi Bare,ALB,MF,Espanyol,La Liga,24,1997,5.6,11.0,1.96,7.0,1.0,0.0,2.0,0.0,1.0,2.0,0.36,1.0,0.0,0.0,0.0,0.0,1.0
Nicolò Barella,ITA,MF,Inter,Serie A,25,1997,29.0,121.0,4.17,103.0,4.0,5.0,2.0,6.0,1.0,13.0,0.45,11.0,0.0,2.0,0.0,0.0,0.0
Kike Barja,ESP,FW,Osasuna,La Liga,25,1997,14.6,49.0,3.36,36.0,7.0,5.0,0.0,0.0,1.0,8.0,0.55,7.0,1.0,0.0,0.0,0.0,0.0
Ross Barkley,ENG,MF,Nice,Ligue 1,28,1993,10.7,51.0,4.92,30.0,13.0,6.0,2.0,0.0,0.0,5.0,0.48,2.0,1.0,2.0,0.0,0.0,0.0
Aymen Barkok,MAR,MF,Mainz 05,Bundesliga,24,1998,6.5,18.0,2.76,13.0,1.0,1.0,2.0,1.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0
Harvey Barnes,ENG,FW,Leicester City,Premier League,24,1997,30.1,63.0,2.09,43.0,0.0,3.0,9.0,7.0,1.0,14.0,0.46,8.0,0.0,1.0,2.0,2.0,1.0
Leandro Barreiro Martins,LUX,MF,Mainz 05,Bundesliga,22,2000,23.8,47.0,1.98,32.0,0.0,3.0,4.0,4.0,4.0,9.0,0.38,6.0,0.0,1.0,1.0,1.0,0.0
Enzo Barrenechea,ARG,MF,Juventus,Serie A,21,2001,1.8,1.0,0.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ander Barrenetxea,ESP,MF,Real Sociedad,La Liga,20,2001,9.8,28.0,2.87,22.0,0.0,2.0,2.0,2.0,0.0,2.0,0.21,1.0,0.0,1.0,0.0,0.0,0.0
Mickaël Barreto,FRA,MF,Ajaccio,Ligue 1,31,1991,14.7,30.0,2.04,22.0,7.0,0.0,0.0,0.0,1.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0
Pablo Barrios,ESP,MF,Atlético Madrid,La Liga,19,2003,8.0,20.0,2.48,17.0,0.0,0.0,2.0,1.0,0.0,2.0,0.25,1.0,0.0,0.0,1.0,0.0,0.0
Musa Barrow,GAM,FW,Bologna,Serie A,23,1998,21.8,71.0,3.26,44.0,15.0,4.0,5.0,3.0,0.0,10.0,0.46,7.0,2.0,0.0,1.0,0.0,0.0
Federico Baschirotto,ITA,DF,Lecce,Serie A,25,1996,37.0,20.0,0.54,15.0,2.0,0.0,2.0,0.0,1.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
Toma Bašić,CRO,MF,Lazio,Serie A,25,1996,5.7,13.0,2.28,7.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberto Basso,ITA,MF,Cremonese,Serie A,18,2004,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gil Bastião Dias,POR,FW,Stuttgart,Bundesliga,25,1996,4.4,12.0,2.72,9.0,0.0,1.0,0.0,1.0,1.0,1.0,0.23,1.0,0.0,0.0,0.0,0.0,0.0
Alessandro Bastoni,ITA,DF,Inter,Serie A,23,1999,24.0,52.0,2.17,43.0,4.0,1.0,2.0,2.0,0.0,5.0,0.21,3.0,1.0,0.0,0.0,1.0,0.0
Simone Bastoni,ITA,DF,Spezia,Serie A,25,1996,13.2,30.0,2.27,19.0,8.0,0.0,2.0,0.0,1.0,3.0,0.23,3.0,0.0,0.0,0.0,0.0,0.0
Rodrigo Battaglia,ARG,MF,Mallorca,La Liga,31,1991,7.6,4.0,0.53,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maximilian Bauer,GER,DF,Augsburg,Bundesliga,22,2000,20.5,15.0,0.73,5.0,2.0,0.0,4.0,3.0,1.0,1.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0
Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,32,1990,34.0,4.0,0.12,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
Timo Baumgartl,GER,DF,Union Berlin,Bundesliga,26,1996,6.2,8.0,1.28,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0
Julian Baumgartlinger,AUT,MF,Augsburg,Bundesliga,34,1988,6.2,8.0,1.3,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christoph Baumgartner,AUT,MF,Hoffenheim,Bundesliga,22,1999,28.5,89.0,3.12,60.0,0.0,11.0,5.0,12.0,1.0,12.0,0.42,5.0,0.0,2.0,1.0,4.0,0.0
Cyrille Bayala,BFA,MF,Ajaccio,Ligue 1,26,1996,22.3,43.0,1.93,29.0,1.0,4.0,1.0,4.0,4.0,2.0,0.09,1.0,0.0,0.0,0.0,0.0,1.0
Brian Bayeye,FRA,DF,Torino,Serie A,22,2000,0.7,3.0,4.29,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Noah Joel Sarenren Bazee,NGA,MF,Augsburg,Bundesliga,25,1996,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gavin Bazunu,IRL,GK,Southampton,Premier League,20,2002,32.0,7.0,0.22,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bebé,CPV,FW,Rayo Vallecano,La Liga,32,1990,0.7,4.0,6.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ihlas Bebou,TOG,FW,Hoffenheim,Bundesliga,28,1994,15.7,45.0,2.86,30.0,0.0,9.0,1.0,5.0,0.0,5.0,0.32,2.0,0.0,2.0,0.0,1.0,0.0
Rodrigo Becão,BRA,DF,Udinese,Serie A,26,1996,27.6,29.0,1.05,20.0,4.0,0.0,1.0,2.0,2.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
Mads Bech Sørensen,DEN,DF,Brentford,Premier League,23,1999,0.2,1.0,4.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julius Beck,DEN,MF,Spezia,Serie A,17,2005,0.1,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sheraldo Becker,SUR,FW,Union Berlin,Bundesliga,27,1995,28.4,90.0,3.17,74.0,0.0,6.0,4.0,6.0,0.0,13.0,0.46,12.0,0.0,0.0,1.0,0.0,0.0
Jan Bednarek,POL,DF,Southampton,Premier League,26,1996,18.6,7.0,0.38,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan Bednarek,POL,DF,Aston Villa,Premier League,26,1996,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donny van de Beek,NED,MF,Manchester Utd,Premier League,25,1997,1.9,6.0,3.23,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asmir Begović,BIH,GK,Everton,Premier League,35,1987,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yanis Begraoui,FRA,MF,Toulouse,Ligue 1,21,2001,0.7,2.0,2.77,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Behrens,GER,FW,Union Berlin,Bundesliga,31,1991,17.1,49.0,2.87,39.0,0.0,4.0,0.0,5.0,1.0,8.0,0.47,5.0,0.0,2.0,0.0,1.0,0.0
Alexis Beka Beka,FRA,MF,Nice,Ligue 1,21,2001,6.1,9.0,1.49,5.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jérémie Bela,ANG,MF,Clermont Foot,Ligue 1,29,1993,8.3,10.0,1.21,7.0,0.0,1.0,1.0,1.0,0.0,3.0,0.36,1.0,0.0,1.0,0.0,1.0,0.0
Reda Belahyane,FRA,MF,Nice,Ligue 1,18,2004,2.0,2.0,0.99,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Youcef Belaïli,ALG,FW,Ajaccio,Ligue 1,30,1992,12.8,47.0,3.68,24.0,9.0,4.0,4.0,6.0,0.0,10.0,0.78,5.0,0.0,2.0,1.0,2.0,0.0
Youcef Belaïli,ALG,FW,Brest,Ligue 1,30,1992,4.0,15.0,3.79,8.0,6.0,0.0,0.0,1.0,0.0,2.0,0.51,0.0,2.0,0.0,0.0,0.0,0.0
Haris Belkebla,ALG,MF,Brest,Ligue 1,28,1994,29.5,39.0,1.32,33.0,0.0,0.0,0.0,4.0,2.0,2.0,0.07,1.0,0.0,0.0,0.0,1.0,0.0
Stefan Bell,GER,DF,Mainz 05,Bundesliga,30,1991,26.6,17.0,0.64,16.0,0.0,0.0,1.0,0.0,0.0,3.0,0.11,2.0,0.0,0.0,1.0,0.0,0.0
Armel Bella Kotchap,GER,DF,Southampton,Premier League,20,2001,20.9,14.0,0.67,7.0,0.0,1.0,3.0,2.0,1.0,2.0,0.1,1.0,0.0,0.0,1.0,0.0,0.0
Raoul Bellanova,ITA,DF,Inter,Serie A,22,2000,5.5,7.0,1.27,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karim Bellarabi,GER,FW,Leverkusen,Bundesliga,32,1990,0.9,4.0,4.24,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jean-Ricner Bellegarde,FRA,MF,Strasbourg,Ligue 1,24,1998,26.9,102.0,3.79,65.0,22.0,4.0,1.0,10.0,0.0,13.0,0.48,8.0,1.0,0.0,1.0,3.0,0.0
