player,nation,pos,squad,comp,age,born,90s,total_cmp,total_att,total_cmp%,total_totdist,total_prgdist,short_cmp,short_att,short_cmp%,medium_cmp,medium_att,medium_cmp%,long_cmp,long_att,long_cmp%,ast,xag,xa,a-xag,kp,1/3,ppa,crspa,prgp
Irvin Cardona,FRA,FW,Augsburg,Bundesliga,24,1997,3.5,36.0,74.0,48.6,452.0,108.0,22.0,32.0,68.8,8.0,21.0,38.1,2.0,10.0,20.0,0,0.1,0.1,-0.1,3.0,4.0,1.0,0.0,3.0
Igor Carioca,BRA,DF,Lorient,Ligue 1,25,1996,5.1,224.0,274.0,81.8,3429.0,1228.0,119.0,133.0,89.5,86.0,102.0,84.3,12.0,23.0,52.2,0,0.5,0.3,-0.5,2.0,17.0,5.0,1.0,22.0
Carlos,BRA,DF,Monza,Serie A,23,1999,34.3,1430.0,1719.0,83.2,22788.0,6775.0,743.0,811.0,91.6,566.0,665.0,85.1,82.0,133.0,61.7,5,3.7,3.4,1.3,26.0,75.0,27.0,7.0,101.0
Diego Carlos,BRA,DF,Aston Villa,Premier League,29,1993,2.3,112.0,142.0,78.9,2338.0,881.0,35.0,41.0,85.4,60.0,71.0,84.5,17.0,28.0,60.7,0,0.0,0.1,0.0,1.0,9.0,1.0,0.0,11.0
Juan Carlos,ESP,GK,Girona,La Liga,34,1988,10.0,288.0,340.0,84.7,7160.0,4635.0,52.0,53.0,98.1,170.0,176.0,96.6,66.0,111.0,59.5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
José Carlos Lazo,ESP,MF,Almería,La Liga,26,1996,0.2,3.0,4.0,75.0,49.0,2.0,2.0,3.0,66.7,1.0,1.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
José Carlos Lazo,ESP,MF,Espanyol,La Liga,26,1996,1.8,25.0,35.0,71.4,335.0,55.0,11.0,14.0,78.6,10.0,11.0,90.9,2.0,5.0,40.0,1,0.2,0.1,0.8,2.0,0.0,3.0,1.0,4.0
Carmona,ESP,DF,Elche,La Liga,20,2002,6.5,129.0,186.0,69.4,1917.0,729.0,81.0,100.0,81.0,37.0,54.0,68.5,8.0,16.0,50.0,0,0.1,0.2,-0.1,4.0,6.0,2.0,0.0,10.0
Carmona,ESP,DF,Sevilla,La Liga,20,2002,5.9,269.0,330.0,81.5,4412.0,1380.0,131.0,142.0,92.3,118.0,147.0,80.3,17.0,32.0,53.1,1,0.4,0.2,0.6,2.0,24.0,3.0,2.0,11.0
Marco Carnesecchi,ITA,GK,Cremonese,Serie A,22,2000,27.0,565.0,954.0,59.2,18072.0,14248.0,99.0,100.0,99.0,231.0,237.0,97.5,229.0,605.0,37.9,1,0.2,0.1,0.8,2.0,33.0,1.0,0.0,0.0
Yannick Carrasco,BEL,MF,Atlético Madrid,La Liga,28,1993,25.7,863.0,1091.0,79.1,11833.0,3379.0,565.0,612.0,92.3,210.0,277.0,75.8,42.0,97.0,43.3,3,4.1,4.1,-1.1,47.0,35.0,36.0,7.0,84.0
Dani Carvajal,ESP,DF,Real Madrid,La Liga,30,1992,19.8,1133.0,1333.0,85.0,18356.0,4041.0,607.0,664.0,91.4,416.0,483.0,86.1,86.0,123.0,69.9,2,2.0,2.0,0.0,22.0,57.0,21.0,8.0,58.0
Fabio Carvalho,POR,DF,Liverpool,Premier League,19,2002,3.9,117.0,143.0,81.8,1555.0,281.0,72.0,84.0,85.7,30.0,37.0,81.1,5.0,6.0,83.3,0,0.1,0.3,-0.1,1.0,7.0,2.0,0.0,12.0
Matis Carvalho,POR,GK,Montpellier,Ligue 1,23,1999,1.5,21.0,53.0,39.6,924.0,794.0,1.0,1.0,100.0,5.0,5.0,100.0,15.0,46.0,32.6,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
William Carvalho,POR,MF,Betis,La Liga,30,1992,27.1,1510.0,1745.0,86.5,24743.0,7482.0,786.0,859.0,91.5,525.0,599.0,87.6,148.0,194.0,76.3,1,1.6,2.1,-0.6,22.0,170.0,23.0,1.0,203.0
Nicolò Casale,ITA,DF,Lazio,Serie A,24,1998,27.1,1485.0,1616.0,91.9,26275.0,9500.0,591.0,633.0,93.4,701.0,741.0,94.6,142.0,169.0,84.0,1,0.3,0.6,0.7,4.0,55.0,1.0,0.0,70.0
Casemiro,BRA,MF,Manchester Utd,Premier League,30,1992,23.6,1114.0,1439.0,77.4,19801.0,7351.0,515.0,614.0,83.9,446.0,545.0,81.8,126.0,204.0,61.8,3,3.1,3.9,-0.1,28.0,136.0,23.0,4.0,152.0
Casemiro,BRA,MF,Real Madrid,La Liga,30,1992,0.1,7.0,8.0,87.5,134.0,50.0,6.0,6.0,100.0,0.0,0.0,0.0,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Matty Cash,POL,DF,Aston Villa,Premier League,24,1997,20.2,777.0,1006.0,77.2,13672.0,4595.0,345.0,384.0,89.8,361.0,441.0,81.9,61.0,139.0,43.9,1,0.7,0.9,0.3,8.0,57.0,15.0,9.0,75.0
Tommaso Cassandro,ITA,DF,Lecce,Serie A,22,2000,0.1,6.0,6.0,100.0,125.0,104.0,3.0,3.0,100.0,2.0,2.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Timothy Castagne,BEL,DF,Leicester City,Premier League,26,1995,36.2,1470.0,1836.0,80.1,21125.0,8419.0,895.0,998.0,89.7,470.0,586.0,80.2,60.0,132.0,45.5,3,2.6,2.2,0.4,22.0,89.0,20.0,10.0,106.0
Michele Castagnetti,ITA,MF,Cremonese,Serie A,32,1989,15.7,624.0,807.0,77.3,10942.0,4257.0,284.0,331.0,85.8,263.0,328.0,80.2,62.0,113.0,54.9,1,1.8,1.9,-0.8,26.0,95.0,16.0,3.0,120.0
Koen Casteels,BEL,GK,Wolfsburg,Bundesliga,30,1992,34.0,1220.0,1585.0,77.0,36421.0,25230.0,171.0,172.0,99.4,544.0,552.0,98.6,503.0,858.0,58.6,1,0.7,0.1,0.3,1.0,40.0,0.0,0.0,2.0
Valentín Castellanos,ARG,FW,Girona,La Liga,23,1998,28.9,244.0,397.0,61.5,3345.0,704.0,144.0,200.0,72.0,74.0,125.0,59.2,12.0,17.0,70.6,0,1.7,2.3,-1.7,15.0,17.0,16.0,1.0,34.0
Jean-Charles Castelletto,CMR,DF,Nantes,Ligue 1,27,1995,28.5,1130.0,1373.0,82.3,21032.0,8232.0,417.0,484.0,86.2,567.0,638.0,88.9,113.0,199.0,56.8,0,0.4,1.1,-0.4,5.0,103.0,9.0,4.0,120.0
Samu Castillejo,ESP,MF,Valencia,La Liga,27,1995,15.1,474.0,622.0,76.2,7687.0,2158.0,251.0,284.0,88.4,159.0,197.0,80.7,44.0,90.0,48.9,0,3.0,2.7,-3.0,30.0,49.0,21.0,6.0,76.0
Jonny Castro,ESP,DF,Wolves,Premier League,28,1994,14.0,701.0,832.0,84.3,11101.0,3638.0,382.0,419.0,91.2,264.0,305.0,86.6,44.0,62.0,71.0,0,1.0,0.8,-1.0,5.0,60.0,10.0,2.0,70.0
Gaetano Castrovilli,ITA,MF,Fiorentina,Serie A,25,1997,8.0,188.0,241.0,78.0,2876.0,559.0,103.0,116.0,88.8,58.0,69.0,84.1,17.0,38.0,44.7,1,1.1,1.0,-0.1,8.0,10.0,4.0,1.0,14.0
Danilo Cataldi,ITA,MF,Lazio,Serie A,27,1994,21.4,1147.0,1325.0,86.6,17538.0,6173.0,658.0,708.0,92.9,354.0,410.0,86.3,94.0,142.0,66.2,1,1.1,1.5,-0.1,16.0,99.0,9.0,0.0,83.0
Catena,ESP,DF,Rayo Vallecano,La Liga,27,1994,34.5,1505.0,1825.0,82.5,36676.0,15330.0,299.0,340.0,87.9,841.0,914.0,92.0,361.0,538.0,67.1,1,1.4,0.6,-0.4,7.0,134.0,3.0,0.0,119.0
Yoann Cathline,FRA,FW,Lorient,Ligue 1,20,2002,12.1,241.0,361.0,66.8,3681.0,1269.0,134.0,170.0,78.8,82.0,129.0,63.6,17.0,37.0,45.9,1,0.7,0.7,0.3,6.0,14.0,13.0,6.0,29.0
Maximiliano Caufriez,BEL,DF,Clermont Foot,Ligue 1,25,1997,24.7,996.0,1126.0,88.5,17670.0,6475.0,421.0,459.0,91.7,446.0,487.0,91.6,102.0,140.0,72.9,0,0.0,0.3,0.0,0.0,67.0,4.0,0.0,92.0
Edinson Cavani,URU,FW,Valencia,La Liga,35,1987,16.1,263.0,354.0,74.3,4029.0,556.0,161.0,203.0,79.3,73.0,94.0,77.7,22.0,27.0,81.5,2,1.7,1.1,0.3,12.0,14.0,4.0,0.0,20.0
Dani Ceballos,ESP,MF,Real Madrid,La Liga,25,1996,17.4,1362.0,1504.0,90.6,21362.0,6610.0,745.0,785.0,94.9,445.0,475.0,93.7,117.0,146.0,80.1,4,2.1,2.0,1.9,30.0,198.0,18.0,1.0,204.0
Pietro Ceccaroni,ITA,DF,Lecce,Serie A,26,1995,0.5,10.0,14.0,71.4,187.0,78.0,6.0,6.0,100.0,2.0,4.0,50.0,2.0,4.0,50.0,0,0.2,0.0,-0.2,1.0,0.0,0.0,0.0,0.0
Federico Ceccherini,ITA,DF,Hellas Verona,Serie A,30,1992,15.8,479.0,623.0,76.9,8667.0,3491.0,199.0,225.0,88.4,219.0,261.0,83.9,52.0,98.0,53.1,0,0.2,0.3,-0.2,5.0,43.0,7.0,2.0,53.0
Assan Ceesay,GAM,FW,Lecce,Serie A,28,1994,20.1,226.0,394.0,57.4,2930.0,366.0,128.0,193.0,66.3,62.0,106.0,58.5,12.0,28.0,42.9,0,0.8,0.7,-0.8,8.0,13.0,5.0,1.0,16.0
Emil Ceide,NOR,FW,Sassuolo,Serie A,20,2001,5.7,123.0,169.0,72.8,1571.0,499.0,89.0,103.0,86.4,24.0,36.0,66.7,4.0,7.0,57.1,1,1.3,0.9,-0.3,8.0,7.0,9.0,1.0,19.0
Zeki Çelik,TUR,DF,Roma,Serie A,25,1997,16.7,697.0,927.0,75.2,11222.0,4779.0,365.0,408.0,89.5,250.0,323.0,77.4,59.0,124.0,47.6,1,1.6,1.4,-0.6,16.0,55.0,24.0,7.0,67.0
Álex Centelles,ESP,DF,Almería,La Liga,24,1997,12.5,412.0,577.0,71.4,7029.0,2965.0,190.0,223.0,85.2,170.0,216.0,78.7,37.0,97.0,38.1,2,1.3,1.1,0.7,13.0,32.0,9.0,6.0,35.0
Fabien Centonze,FRA,DF,Nantes,Ligue 1,26,1996,18.8,715.0,945.0,75.7,11285.0,4732.0,364.0,437.0,83.3,275.0,352.0,78.1,47.0,97.0,48.5,0,0.9,0.9,-0.9,12.0,59.0,21.0,12.0,102.0
Michele Cerofolini,ITA,GK,Fiorentina,Serie A,23,1999,5.0,148.0,195.0,75.9,3964.0,2708.0,27.0,27.0,100.0,71.0,71.0,100.0,49.0,96.0,51.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Franco Cervi,ARG,FW,Celta Vigo,La Liga,28,1994,21.0,620.0,874.0,70.9,9395.0,3007.0,348.0,410.0,84.9,207.0,272.0,76.1,44.0,109.0,40.4,4,2.7,2.9,1.3,27.0,49.0,26.0,9.0,69.0
Julio César Enciso,PAR,FW,Brighton,Premier League,18,2004,9.0,179.0,258.0,69.4,2242.0,548.0,126.0,167.0,75.4,45.0,66.0,68.2,3.0,8.0,37.5,2,1.7,1.4,0.3,13.0,14.0,9.0,0.0,31.0
Leonardo César Jardim,BRA,GK,Lille,Ligue 1,27,1995,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julian Chabot,GER,DF,Köln,Bundesliga,24,1998,20.0,975.0,1184.0,82.3,18978.0,6050.0,320.0,359.0,89.1,560.0,635.0,88.2,89.0,171.0,52.0,2,2.0,0.8,0.0,4.0,45.0,0.0,0.0,52.0
Florian Chabrolle,FRA,MF,Ajaccio,Ligue 1,24,1998,3.7,120.0,138.0,87.0,1822.0,345.0,60.0,65.0,92.3,49.0,57.0,86.0,4.0,9.0,44.4,0,0.0,0.1,0.0,0.0,7.0,2.0,0.0,14.0
El Chadaille Bitshiabu,FRA,DF,Paris S-G,Ligue 1,17,2005,6.5,430.0,465.0,92.5,7453.0,2477.0,184.0,193.0,95.3,200.0,216.0,92.6,33.0,41.0,80.5,0,0.1,0.1,-0.1,1.0,26.0,1.0,0.0,23.0
Fares Chaïbi,ALG,MF,Toulouse,Ligue 1,19,2002,26.0,742.0,1018.0,72.9,11489.0,3144.0,398.0,486.0,81.9,252.0,324.0,77.8,56.0,121.0,46.3,5,4.9,4.5,0.1,30.0,68.0,27.0,5.0,101.0
Nathaniel Chalobah,ENG,MF,Fulham,Premier League,27,1994,0.1,4.0,5.0,80.0,67.0,9.0,2.0,2.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Trevoh Chalobah,ENG,DF,Chelsea,Premier League,23,1999,17.9,1051.0,1200.0,87.6,18603.0,5316.0,419.0,467.0,89.7,551.0,594.0,92.8,70.0,107.0,65.4,0,0.3,0.3,-0.3,4.0,64.0,3.0,1.0,71.0
Calum Chambers,ENG,DF,Aston Villa,Premier League,27,1995,3.9,157.0,207.0,75.8,2924.0,1310.0,66.0,76.0,86.8,77.0,94.0,81.9,14.0,31.0,45.2,0,0.3,0.2,-0.3,2.0,9.0,2.0,1.0,16.0
Timothy Chandler,USA,DF,Eint Frankfurt,Bundesliga,32,1990,1.0,36.0,61.0,59.0,770.0,554.0,8.0,20.0,40.0,18.0,25.0,72.0,8.0,10.0,80.0,0,0.0,0.1,0.0,1.0,7.0,0.0,0.0,7.0
Gaëtan Charbonnier,FRA,FW,Auxerre,Ligue 1,33,1988,2.8,79.0,89.0,88.8,1359.0,298.0,36.0,42.0,85.7,33.0,36.0,91.7,7.0,7.0,100.0,0,0.2,0.1,-0.2,3.0,5.0,5.0,0.0,11.0
Brendan Chardonnet,FRA,DF,Brest,Ligue 1,27,1994,27.7,1060.0,1318.0,80.4,23796.0,9346.0,292.0,334.0,87.4,546.0,608.0,89.8,201.0,338.0,59.5,0,0.4,0.7,-0.4,8.0,96.0,11.0,3.0,80.0
Shea Charles,NIR,DF,Manchester City,Premier League,18,2003,0.3,23.0,25.0,92.0,456.0,106.0,7.0,8.0,87.5,13.0,13.0,100.0,3.0,3.0,100.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0
Xavier Chavalerin,FRA,MF,Troyes,Ligue 1,31,1991,27.0,875.0,1068.0,81.9,14453.0,4866.0,415.0,465.0,89.2,349.0,403.0,86.6,69.0,119.0,58.0,2,2.3,2.2,-0.3,22.0,77.0,12.0,5.0,95.0
Pep Chavarría,ESP,DF,Rayo Vallecano,La Liga,24,1998,4.1,126.0,178.0,70.8,1933.0,743.0,65.0,77.0,84.4,45.0,57.0,78.9,8.0,18.0,44.4,2,0.7,0.5,1.3,11.0,7.0,8.0,2.0,19.0
Ivane Chegra,FRA,GK,Ajaccio,Ligue 1,18,2004,2.1,21.0,40.0,52.5,447.0,232.0,6.0,15.0,40.0,10.0,13.0,76.9,4.0,9.0,44.4,0,0.1,0.1,-0.1,1.0,5.0,1.0,0.0,7.0
Pape Cheikh Diop,SEN,MF,Elche,La Liga,24,1997,0.4,14.0,19.0,73.7,222.0,71.0,8.0,9.0,88.9,6.0,8.0,75.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Rayan Cherki,FRA,FW,Lyon,Ligue 1,18,2003,20.8,844.0,1094.0,77.1,13798.0,3601.0,433.0,505.0,85.7,278.0,353.0,78.8,92.0,159.0,57.9,6,7.2,9.0,-1.2,66.0,71.0,60.0,4.0,144.0
Ilyes Cheti,ALG,DF,Angers,Ligue 1,27,1995,2.3,102.0,118.0,86.4,1692.0,467.0,50.0,56.0,89.3,37.0,40.0,92.5,10.0,15.0,66.7,0,0.2,0.0,-0.2,1.0,6.0,1.0,1.0,4.0
Lucas Chevalier,FRA,GK,Lille,Ligue 1,20,2001,32.0,779.0,1010.0,77.1,17580.0,12052.0,223.0,224.0,99.6,401.0,408.0,98.3,146.0,367.0,39.8,0,0.6,0.2,-0.6,2.0,19.0,0.0,0.0,0.0
Fabio Chiarodia,ITA,DF,Werder Bremen,Bundesliga,17,2005,0.7,15.0,22.0,68.2,335.0,140.0,3.0,6.0,50.0,8.0,9.0,88.9,4.0,5.0,80.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0
Federico Chiesa,ITA,MF,Juventus,Serie A,24,1997,9.5,246.0,338.0,72.8,3806.0,1114.0,135.0,163.0,82.8,87.0,119.0,73.1,14.0,26.0,53.8,5,2.6,1.7,2.4,20.0,25.0,15.0,6.0,34.0
Ben Chilwell,ENG,DF,Chelsea,Premier League,25,1996,15.6,762.0,977.0,78.0,10963.0,3238.0,469.0,507.0,92.5,223.0,284.0,78.5,42.0,123.0,34.1,2,2.2,2.4,-0.2,21.0,42.0,10.0,7.0,41.0
Vlad Chiricheș,ROU,DF,Cremonese,Serie A,32,1989,10.9,344.0,410.0,83.9,6776.0,3146.0,119.0,128.0,93.0,178.0,203.0,87.7,41.0,68.0,60.3,0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,18.0
Pedro Chirivella,ESP,MF,Nantes,Ligue 1,25,1997,22.5,1163.0,1360.0,85.5,21412.0,6260.0,493.0,528.0,93.4,465.0,522.0,89.1,159.0,239.0,66.5,1,1.7,0.8,-0.7,24.0,182.0,12.0,1.0,172.0
Joris Chotard,FRA,MF,Montpellier,Ligue 1,20,2001,27.3,867.0,1092.0,79.4,15720.0,5467.0,354.0,414.0,85.5,364.0,425.0,85.6,110.0,183.0,60.1,6,3.5,2.7,2.5,27.0,89.0,19.0,3.0,105.0
Andreas Christensen,DEN,DF,Barcelona,La Liga,26,1996,19.6,1416.0,1507.0,94.0,25804.0,8685.0,549.0,580.0,94.7,740.0,761.0,97.2,113.0,142.0,79.6,1,0.5,0.9,0.5,6.0,114.0,4.0,0.0,91.0
Oliver Christensen,DEN,GK,Hertha BSC,Bundesliga,23,1999,33.0,777.0,1218.0,63.8,23464.0,18548.0,132.0,132.0,100.0,346.0,353.0,98.0,299.0,727.0,41.1,0,0.0,0.1,0.0,0.0,13.0,0.0,0.0,2.0
Ryan Christie,SCO,MF,Bournemouth,Premier League,27,1995,20.4,521.0,651.0,80.0,8356.0,2028.0,279.0,327.0,85.3,175.0,196.0,89.3,47.0,81.0,58.0,1,2.4,2.0,-1.4,30.0,43.0,19.0,2.0,71.0
Carney Chukwuemeka,ENG,MF,Chelsea,Premier League,18,2003,3.9,179.0,203.0,88.2,2291.0,502.0,126.0,140.0,90.0,33.0,37.0,89.2,8.0,8.0,100.0,0,0.6,0.6,-0.6,8.0,11.0,7.0,2.0,23.0
Samuel Chukwueze,NGA,MF,Villarreal,La Liga,23,1999,26.0,697.0,908.0,76.8,10572.0,2312.0,402.0,467.0,86.1,229.0,289.0,79.2,50.0,76.0,65.8,5,4.3,4.4,0.7,44.0,35.0,45.0,7.0,85.0
Darko Churlinov,MKD,FW,Stuttgart,Bundesliga,22,2000,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Víctor Chust,ESP,DF,Cádiz,La Liga,22,2000,10.7,364.0,440.0,82.7,8016.0,2967.0,105.0,118.0,89.0,172.0,192.0,89.6,78.0,113.0,69.0,0,0.0,0.1,0.0,1.0,22.0,1.0,0.0,22.0
Tolga Ciğerci,TUR,MF,Hertha BSC,Bundesliga,30,1992,7.5,326.0,420.0,77.6,5350.0,1484.0,146.0,169.0,86.4,150.0,185.0,81.1,22.0,43.0,51.2,1,0.3,0.5,0.7,5.0,23.0,2.0,1.0,32.0
Yanis Cimignani,FRA,MF,Ajaccio,Ligue 1,20,2002,3.1,75.0,113.0,66.4,1245.0,267.0,41.0,51.0,80.4,25.0,40.0,62.5,8.0,14.0,57.1,0,0.1,0.1,-0.1,3.0,1.0,2.0,2.0,0.0
Daniel Ciofani,ITA,FW,Cremonese,Serie A,37,1985,11.8,120.0,195.0,61.5,1690.0,427.0,64.0,92.0,69.6,34.0,54.0,63.0,10.0,16.0,62.5,0,0.7,0.9,-0.7,10.0,13.0,4.0,0.0,10.0
Tio Cipot,SVN,MF,Spezia,Serie A,19,2003,1.5,40.0,59.0,67.8,522.0,155.0,25.0,27.0,92.6,13.0,18.0,72.2,1.0,6.0,16.7,0,0.1,0.1,-0.1,3.0,2.0,2.0,1.0,5.0
Pathé Ciss,SEN,MF,Rayo Vallecano,La Liga,28,1994,14.2,575.0,700.0,82.1,11074.0,3062.0,226.0,268.0,84.3,273.0,307.0,88.9,70.0,96.0,72.9,0,0.3,0.3,-0.3,6.0,63.0,4.0,0.0,65.0
Souleymane Cissé,FRA,DF,Clermont Foot,Ligue 1,19,2002,0.4,8.0,11.0,72.7,128.0,9.0,5.0,5.0,100.0,3.0,5.0,60.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick Ciurria,ITA,FW,Monza,Serie A,27,1995,30.6,1061.0,1335.0,79.5,16691.0,5156.0,563.0,633.0,88.9,387.0,493.0,78.5,76.0,140.0,54.3,5,5.5,3.3,-0.5,36.0,67.0,31.0,14.0,91.0
Bobby Clark,ENG,MF,Liverpool,Premier League,17,2005,0.1,1.0,1.0,100.0,29.0,17.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,1.0
Alexis Claude-Maurice,FRA,FW,Nice,Ligue 1,24,1998,0.7,20.0,25.0,80.0,260.0,33.0,12.0,13.0,92.3,5.0,7.0,71.4,1.0,2.0,50.0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0
Alexis Claude-Maurice,FRA,FW,Lens,Ligue 1,24,1998,6.7,201.0,240.0,83.8,2708.0,541.0,122.0,136.0,89.7,62.0,73.0,84.9,5.0,10.0,50.0,3,1.3,0.9,1.7,7.0,16.0,7.0,0.0,25.0
Jonathan Clauss,FRA,DF,Marseille,Ligue 1,29,1992,28.8,1091.0,1461.0,74.7,17647.0,6285.0,553.0,671.0,82.4,426.0,542.0,78.6,74.0,150.0,49.3,9,8.4,7.2,0.6,49.0,90.0,54.0,23.0,121.0
Carlos Clerc,ESP,DF,Elche,La Liga,30,1992,29.3,1040.0,1397.0,74.4,16100.0,6659.0,563.0,638.0,88.2,392.0,495.0,79.2,63.0,179.0,35.2,1,2.1,2.0,-1.1,16.0,78.0,18.0,9.0,107.0
Nathaniel Clyne,ENG,DF,Crystal Palace,Premier League,31,1991,18.2,654.0,832.0,78.6,10205.0,3887.0,341.0,386.0,88.3,283.0,346.0,81.8,24.0,73.0,32.9,0,0.7,0.6,-0.7,7.0,51.0,6.0,5.0,52.0
Conor Coady,ENG,DF,Everton,Premier League,29,1993,23.3,1025.0,1209.0,84.8,21731.0,8337.0,284.0,302.0,94.0,578.0,622.0,92.9,155.0,267.0,58.1,1,0.3,0.5,0.7,4.0,73.0,3.0,1.0,43.0
Nicolò Cocetta,ITA,DF,Udinese,Serie A,18,2003,0.4,11.0,12.0,91.7,170.0,57.0,4.0,4.0,100.0,7.0,8.0,87.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Coco,FRA,FW,Nantes,Ligue 1,26,1996,7.1,175.0,244.0,71.7,2841.0,897.0,97.0,124.0,78.2,48.0,67.0,71.6,20.0,35.0,57.1,0,1.1,0.7,-1.1,10.0,15.0,8.0,5.0,26.0
Alexandre Coeff,FRA,DF,Auxerre,Ligue 1,30,1992,6.5,287.0,353.0,81.3,6143.0,2229.0,72.0,88.0,81.8,165.0,183.0,90.2,44.0,68.0,64.7,1,0.3,0.1,0.7,1.0,19.0,1.0,0.0,26.0
Jack Colback,ENG,MF,Nott'ham Forest,Premier League,32,1989,5.5,119.0,143.0,83.2,1936.0,446.0,61.0,71.0,85.9,48.0,55.0,87.3,8.0,11.0,72.7,0,0.2,0.2,-0.2,2.0,12.0,3.0,1.0,16.0
Séamus Coleman,IRL,DF,Everton,Premier League,33,1988,18.4,597.0,789.0,75.7,9624.0,3826.0,306.0,350.0,87.4,237.0,299.0,79.3,42.0,99.0,42.4,0,0.9,0.9,-0.9,4.0,35.0,18.0,7.0,61.0
David Čolina,CRO,FW,Augsburg,Bundesliga,22,2000,1.8,41.0,71.0,57.7,644.0,293.0,25.0,34.0,73.5,9.0,18.0,50.0,5.0,12.0,41.7,0,0.1,0.1,-0.1,2.0,3.0,2.0,1.0,6.0
Álex Collado,ESP,MF,Elche,La Liga,23,1999,8.1,276.0,336.0,82.1,4177.0,909.0,164.0,177.0,92.7,77.0,92.0,83.7,24.0,36.0,66.7,1,1.6,1.6,-0.6,20.0,25.0,10.0,2.0,34.0
Diego Collado,ESP,FW,Villarreal,La Liga,21,2001,0.1,5.0,7.0,71.4,111.0,15.0,2.0,3.0,66.7,2.0,2.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Omar Colley,GAM,DF,Sampdoria,Serie A,29,1992,15.4,615.0,714.0,86.1,12155.0,4062.0,165.0,186.0,88.7,380.0,412.0,92.2,58.0,96.0,60.4,0,0.0,0.1,0.0,0.0,38.0,1.0,0.0,33.0
Nathan Collins,IRL,DF,Wolves,Premier League,21,2001,20.2,1001.0,1138.0,88.0,20045.0,6918.0,304.0,332.0,91.6,566.0,610.0,92.8,114.0,168.0,67.9,0,0.1,0.2,-0.1,2.0,68.0,2.0,0.0,64.0
Lorenzo Colombo,ITA,FW,Lecce,Serie A,20,2002,16.8,208.0,332.0,62.7,2639.0,568.0,133.0,180.0,73.9,40.0,62.0,64.5,11.0,28.0,39.3,2,1.4,0.5,0.6,17.0,14.0,6.0,2.0,21.0
Andrea Colpani,ITA,MF,Monza,Serie A,23,1999,10.5,319.0,409.0,78.0,5412.0,1268.0,157.0,180.0,87.2,123.0,145.0,84.8,30.0,55.0,54.5,1,1.9,1.8,-0.9,17.0,28.0,14.0,2.0,51.0
Levi Colwill,ENG,DF,Brighton,Premier League,19,2003,13.6,1027.0,1165.0,88.2,17912.0,7475.0,431.0,468.0,92.1,501.0,552.0,90.8,75.0,106.0,70.8,2,0.5,0.3,1.5,7.0,78.0,3.0,0.0,70.0
Kingsley Coman,FRA,FW,Bayern Munich,Bundesliga,26,1996,15.7,640.0,806.0,79.4,10106.0,2128.0,359.0,406.0,88.4,218.0,269.0,81.0,48.0,78.0,61.5,5,5.5,6.5,-0.5,42.0,26.0,44.0,17.0,70.0
Eray Cömert,SUI,DF,Valencia,La Liga,24,1998,18.6,815.0,945.0,86.2,17301.0,5980.0,208.0,234.0,88.9,484.0,514.0,94.2,113.0,170.0,66.5,0,0.1,0.2,-0.1,3.0,48.0,2.0,0.0,54.0
Santi Comesaña,ESP,MF,Rayo Vallecano,La Liga,25,1996,27.2,1024.0,1240.0,82.6,16598.0,5032.0,533.0,604.0,88.2,377.0,449.0,84.0,83.0,115.0,72.2,2,2.2,2.0,-0.2,41.0,136.0,17.0,2.0,150.0
Andrea Consigli,ITA,GK,Sassuolo,Serie A,35,1987,35.0,1130.0,1427.0,79.2,31355.0,20598.0,200.0,201.0,99.5,483.0,486.0,99.4,444.0,735.0,60.4,0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0
